province,date,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,AQI,AQI_rank
甘肃省,2016-08-06,38.26,50.76,8.27,4.92,0.46,93.23,-3.8,0.01,295.71,46.38,78763.06,55,二级
甘肃省,2016-08-07,43.66,55.27,8.01,4.91,0.45,91.39,-3.28,0.59,296.07,43.29,78607.6,61,二级
甘肃省,2016-08-08,39.64,50.98,7.48,4.66,0.45,90.23,-1.79,0.83,295.29,48.58,78510.2,56,二级
甘肃省,2016-08-09,26.52,43.32,6.04,3.29,0.37,80.05,0.61,-0.79,291.38,66.04,78604.62,44,一级
甘肃省,2016-08-10,21.42,32.5,5.7,3.2,0.3,77.34,-0.36,-0.79,289.64,67.28,78817.0,39,一级
甘肃省,2016-08-11,20.27,31.62,6.61,4.04,0.34,80.03,-2.63,1.23,291.14,59.23,78766.32,41,一级
甘肃省,2016-08-12,23.73,33.88,6.57,4.1,0.35,79.57,-2.5,1.29,292.46,59.77,78710.79,40,一级
甘肃省,2016-08-13,26.83,37.46,7.35,4.43,0.36,79.96,-2.44,0.84,293.29,60.17,78638.38,40,一级
甘肃省,2016-08-14,27.53,36.62,7.35,3.78,0.35,78.43,-2.15,0.65,293.62,61.18,78579.79,40,一级
甘肃省,2016-08-15,25.71,33.75,6.44,4.05,0.36,79.51,-2.46,1.24,293.98,59.87,78487.77,40,一级
甘肃省,2016-08-16,26.15,35.49,6.85,4.47,0.39,81.06,-1.9,1.69,293.8,63.16,78256.12,41,一级
甘肃省,2016-08-17,23.25,32.35,6.62,3.31,0.35,81.59,-0.49,0.75,291.97,73.02,78280.86,41,一级
甘肃省,2016-08-18,23.06,29.08,6.33,3.34,0.3,76.87,-0.68,-1.11,290.52,76.48,78636.68,39,一级
甘肃省,2016-08-19,20.84,26.73,5.72,3.62,0.29,77.55,-1.8,-0.34,291.53,67.68,78816.54,39,一级
甘肃省,2016-08-20,21.61,27.83,5.27,4.4,0.34,83.22,-2.88,1.13,292.7,65.2,78800.38,42,一级
甘肃省,2016-08-21,27.92,35.32,6.8,3.84,0.45,86.89,-2.1,1.57,292.5,73.08,78711.87,44,一级
甘肃省,2016-08-22,27.04,34.94,6.83,3.26,0.4,85.32,-0.55,0.83,291.74,75.57,78870.15,43,一级
甘肃省,2016-08-23,23.74,30.62,6.16,3.79,0.33,81.26,-1.53,-0.01,291.57,73.03,78914.66,41,一级
甘肃省,2016-08-24,22.21,29.57,5.49,3.62,0.31,75.19,-1.38,-1.22,289.82,73.79,79004.72,38,一级
甘肃省,2016-08-25,14.78,17.56,3.7,3.25,0.21,70.69,-2.44,-1.93,287.89,67.77,79318.06,36,一级
甘肃省,2016-08-26,15.3,19.34,4.61,4.45,0.24,73.81,-2.69,-0.26,289.33,54.85,79318.46,37,一级
甘肃省,2016-08-27,18.62,24.86,5.28,5.45,0.27,80.6,-3.85,0.58,290.22,47.19,79286.12,41,一级
甘肃省,2016-08-28,27.71,35.79,6.13,5.83,0.31,86.52,-2.36,1.85,289.38,53.55,79054.71,44,一级
甘肃省,2016-08-29,22.14,28.74,6.48,4.81,0.3,85.55,-0.22,-0.46,287.09,69.51,78953.31,43,一级
甘肃省,2016-08-30,17.08,22.2,4.19,5.04,0.27,78.46,-0.93,-0.67,288.48,58.45,78854.66,40,一级
甘肃省,2016-08-31,15.19,20.93,3.61,6.51,0.27,78.06,-1.59,-0.67,289.77,48.48,78717.92,40,一级
甘肃省,2016-09-01,13.58,18.4,3.17,6.23,0.23,77.67,0.22,-1.56,289.42,44.15,78680.1,39,一级
甘肃省,2016-09-02,16.14,21.64,3.17,5.46,0.24,77.7,1.21,-1.38,287.64,52.29,78653.92,39,一级
甘肃省,2016-09-03,20.96,26.43,3.46,4.99,0.25,79.45,-1.23,-0.92,287.34,47.08,78751.09,40,一级
甘肃省,2016-09-04,19.59,26.13,3.87,5.72,0.27,78.66,-2.25,0.16,288.05,42.73,78980.26,40,一级
甘肃省,2016-09-05,17.68,24.71,5.21,5.96,0.29,78.38,-0.84,0.6,287.26,50.62,79007.32,40,一级
甘肃省,2016-09-06,11.3,14.9,3.78,3.99,0.23,80.42,0.01,-1.39,287.67,43.95,78939.23,41,一级
甘肃省,2016-09-07,12.53,18.76,3.99,6.27,0.26,75.94,-1.06,0.12,288.4,42.04,78810.44,38,一级
甘肃省,2016-09-08,15.11,24.5,4.59,5.85,0.27,76.13,0.3,0.39,288.12,50.62,78866.04,39,一级
甘肃省,2016-09-09,12.4,17.32,3.61,4.01,0.24,77.32,2.57,-2.08,286.92,56.93,79121.54,39,一级
甘肃省,2016-09-10,9.88,15.54,2.27,5.34,0.21,73.66,1.24,-1.71,287.92,44.06,79162.96,37,一级
甘肃省,2016-09-11,9.19,13.6,2.69,4.88,0.22,72.55,-2.21,0.65,287.92,42.04,79016.39,37,一级
甘肃省,2016-09-12,13.31,19.32,5.61,4.77,0.29,75.49,-3.07,1.27,287.52,51.43,79076.8,38,一级
甘肃省,2016-09-13,19.93,28.38,7.12,5.25,0.32,78.13,-3.83,2.07,288.23,52.44,79037.86,40,一级
甘肃省,2016-09-14,32.93,42.47,8.81,5.82,0.39,80.84,-3.18,1.59,287.83,59.17,79115.99,48,一级
甘肃省,2016-09-15,26.08,34.89,8.37,5.2,0.38,81.79,-1.59,0.86,287.91,57.56,79095.63,41,一级
甘肃省,2016-09-16,26.03,35.53,7.86,4.62,0.39,82.56,-0.79,0.71,287.28,62.02,78930.77,42,一级
甘肃省,2016-09-17,25.97,35.86,7.4,5.31,0.4,79.07,-0.51,-0.01,286.91,63.45,79061.24,40,一级
甘肃省,2016-09-18,26.03,30.76,7.82,3.93,0.29,78.22,-1.06,-0.7,286.74,60.39,79284.01,40,一级
甘肃省,2016-09-19,29.92,34.52,10.15,4.19,0.28,79.56,-0.76,0.16,286.1,60.15,79314.95,43,一级
甘肃省,2016-09-20,19.37,27.65,7.03,5.72,0.36,77.91,0.64,0.89,286.46,54.87,79271.17,39,一级
甘肃省,2016-09-21,16.88,23.35,5.88,5.2,0.29,81.36,0.74,1.01,287.9,42.68,79172.63,41,一级
甘肃省,2016-09-22,13.18,23.84,5.52,7.0,0.36,73.43,0.61,0.61,287.73,46.85,79094.66,37,一级
甘肃省,2016-09-23,13.22,22.04,5.5,6.82,0.35,72.31,0.71,0.15,286.81,49.42,78967.91,37,一级
甘肃省,2016-09-24,16.26,24.92,6.26,6.95,0.36,74.56,-0.7,1.43,286.34,53.21,78713.17,38,一级
甘肃省,2016-09-25,15.42,23.64,5.08,5.61,0.34,73.81,0.72,0.88,286.01,56.58,78655.35,37,一级
甘肃省,2016-09-26,16.37,26.79,3.98,5.1,0.33,69.76,-0.31,0.07,285.33,56.15,79017.56,35,一级
甘肃省,2016-09-27,14.05,19.56,3.76,4.96,0.29,65.92,-1.3,0.42,285.03,52.89,79297.66,33,一级
甘肃省,2016-09-28,17.17,24.27,4.95,6.41,0.32,68.34,0.71,1.4,285.4,49.15,79176.68,35,一级
甘肃省,2016-09-29,21.25,28.94,6.07,7.35,0.38,67.18,-0.44,1.26,284.99,55.47,79052.58,34,一级
甘肃省,2016-09-30,14.77,22.06,4.31,7.23,0.35,71.83,1.97,0.42,286.28,46.25,78958.08,36,一级
甘肃省,2016-10-01,11.46,17.95,3.32,6.92,0.32,75.81,2.14,0.44,287.75,37.34,79098.69,38,一级
甘肃省,2016-10-02,11.39,19.62,4.15,8.36,0.31,76.86,0.6,0.84,288.72,31.7,79002.14,39,一级
甘肃省,2016-10-03,21.39,34.04,5.18,6.93,0.34,70.59,2.45,0.57,285.62,48.84,78824.9,36,一级
甘肃省,2016-10-04,16.03,27.77,2.36,3.37,0.26,66.33,3.26,-2.51,279.67,61.28,79362.83,34,一级
甘肃省,2016-10-05,13.79,21.07,2.95,5.58,0.33,63.73,-0.47,0.34,280.06,54.3,79122.34,32,一级
甘肃省,2016-10-06,14.36,20.21,5.42,5.16,0.3,62.25,0.99,-0.66,279.36,62.69,79152.16,32,一级
甘肃省,2016-10-07,11.88,16.07,3.7,4.45,0.24,68.69,0.16,-1.85,278.65,45.87,79441.77,35,一级
甘肃省,2016-10-08,12.4,18.3,4.03,6.25,0.28,66.65,-0.22,0.89,279.3,44.04,79233.85,34,一级
甘肃省,2016-10-09,14.67,19.9,5.41,5.98,0.3,67.35,0.93,0.06,279.18,54.4,79136.14,34,一级
甘肃省,2016-10-10,17.76,25.11,6.05,7.26,0.35,63.6,-0.86,0.93,279.89,55.37,78990.42,32,一级
甘肃省,2016-10-11,19.19,28.35,7.41,7.85,0.36,63.78,-0.03,-0.18,280.14,55.32,79201.65,32,一级
甘肃省,2016-10-12,20.57,30.74,6.82,8.62,0.4,65.02,0.09,1.04,281.17,49.58,79267.48,33,一级
甘肃省,2016-10-13,19.88,31.81,7.15,8.07,0.45,66.41,-1.16,2.35,282.57,45.64,78939.95,34,一级
甘肃省,2016-10-14,19.59,29.91,7.49,7.05,0.39,62.66,-0.37,1.83,281.78,53.09,78850.69,32,一级
甘肃省,2016-10-15,19.0,31.38,6.42,6.56,0.4,64.68,1.92,-0.65,281.36,53.37,79148.61,33,一级
甘肃省,2016-10-16,17.07,27.91,4.73,6.97,0.32,64.27,1.43,0.13,281.07,48.52,79486.99,33,一级
甘肃省,2016-10-17,16.05,26.69,4.03,8.49,0.35,69.36,2.08,1.61,283.23,32.93,79071.99,35,一级
甘肃省,2016-10-18,21.02,34.66,5.48,8.6,0.4,65.3,1.33,1.18,282.72,38.43,79041.33,35,一级
甘肃省,2016-10-19,31.51,45.4,7.7,8.93,0.44,62.64,-0.77,3.15,283.57,44.73,78652.47,46,一级
甘肃省,2016-10-20,28.61,46.23,6.5,6.19,0.45,62.18,1.29,0.26,280.71,55.15,78701.63,47,一级
甘肃省,2016-10-21,22.26,34.18,5.16,4.76,0.37,60.38,-1.72,-0.19,278.54,53.2,78902.18,35,一级
甘肃省,2016-10-22,16.62,21.9,6.57,6.59,0.36,55.09,-2.09,0.5,278.18,63.07,78896.18,28,一级
甘肃省,2016-10-23,17.05,25.04,6.79,8.06,0.45,51.87,0.45,0.22,278.54,61.45,78807.0,26,一级
甘肃省,2016-10-24,14.3,20.8,6.21,6.51,0.38,57.56,0.16,-0.58,277.35,60.58,78778.34,29,一级
甘肃省,2016-10-25,15.63,23.21,6.15,7.39,0.41,56.27,-0.28,0.4,276.54,56.95,78701.66,29,一级
甘肃省,2016-10-26,16.65,25.53,7.18,7.78,0.39,55.93,-1.29,-0.04,275.81,58.6,78940.62,28,一级
甘肃省,2016-10-27,11.98,17.07,5.68,4.21,0.3,60.14,0.34,-3.47,271.35,73.84,79488.14,31,一级
甘肃省,2016-10-28,10.75,14.11,4.77,4.63,0.25,62.39,1.62,-1.34,268.99,63.48,79676.43,32,一级
甘肃省,2016-10-29,11.22,17.77,3.82,6.71,0.28,65.61,4.74,1.24,271.81,52.05,79380.14,33,一级
甘肃省,2016-10-30,12.51,22.93,4.97,6.51,0.34,61.28,1.91,-0.12,273.18,48.68,79384.68,31,一级
甘肃省,2016-10-31,12.53,25.46,4.98,8.52,0.33,58.5,1.27,0.73,274.13,41.65,79587.43,30,一级
甘肃省,2016-11-01,17.68,31.8,6.56,10.39,0.44,61.99,1.8,-0.07,275.31,45.06,79650.31,32,一级
甘肃省,2016-11-02,20.46,38.29,7.66,11.4,0.56,62.96,2.32,0.8,277.33,42.46,79562.05,39,一级
甘肃省,2016-11-03,21.24,39.03,8.24,12.93,0.61,62.63,3.79,0.81,279.29,39.13,79266.67,40,一级
甘肃省,2016-11-04,19.53,35.85,7.09,12.52,0.58,63.06,3.17,0.61,280.46,32.45,78720.93,36,一级
甘肃省,2016-11-05,27.25,46.81,7.15,10.66,0.52,60.17,2.43,-1.37,278.13,43.33,78745.6,47,一级
甘肃省,2016-11-06,29.19,48.84,5.99,7.17,0.43,54.08,2.33,-3.09,272.81,63.85,79348.15,49,一级
甘肃省,2016-11-07,21.57,45.17,4.58,5.98,0.3,61.56,-0.35,-1.56,271.58,46.09,79748.1,46,一级
甘肃省,2016-11-08,22.84,43.39,6.68,9.91,0.42,60.0,1.25,1.17,271.67,43.41,79573.21,44,一级
甘肃省,2016-11-09,25.29,48.83,7.21,9.83,0.47,60.14,5.65,-0.63,271.88,45.03,79395.94,49,一级
甘肃省,2016-11-10,31.56,93.2,4.77,7.43,0.38,67.32,6.3,-0.67,274.84,29.46,79051.47,72,二级
甘肃省,2016-11-11,27.83,64.15,8.04,11.51,0.56,56.51,4.69,-0.75,275.31,29.65,78770.85,58,二级
甘肃省,2016-11-12,25.66,48.47,7.83,12.1,0.55,56.22,4.65,1.0,276.23,25.66,78814.63,49,一级
甘肃省,2016-11-13,31.14,53.03,8.45,13.15,0.58,54.24,3.76,-0.45,276.3,32.03,78971.0,52,二级
甘肃省,2016-11-14,23.61,44.96,9.06,13.58,0.57,55.5,1.4,0.7,276.14,32.58,79127.18,45,一级
甘肃省,2016-11-15,25.4,46.7,10.23,13.87,0.59,54.83,2.25,1.78,276.45,40.87,78853.23,47,一级
甘肃省,2016-11-16,26.91,47.62,8.64,15.46,0.57,55.99,1.77,1.0,276.77,33.56,78925.75,48,一级
甘肃省,2016-11-17,33.39,54.41,11.42,16.39,0.69,56.58,3.42,2.09,277.99,36.15,78729.56,53,二级
甘肃省,2016-11-18,37.0,60.54,7.65,11.55,0.59,56.58,4.77,-0.6,275.97,43.11,78648.09,56,二级
甘肃省,2016-11-19,20.34,53.27,5.71,8.69,0.38,56.0,1.33,-0.09,272.19,45.81,78890.71,52,二级
甘肃省,2016-11-20,22.77,52.34,7.67,12.5,0.5,53.93,1.38,1.48,273.79,41.22,78746.27,52,二级
甘肃省,2016-11-21,18.3,45.79,8.46,7.96,0.39,51.47,-1.54,-1.45,268.91,50.05,79234.81,46,一级
甘肃省,2016-11-22,11.83,20.48,8.15,6.01,0.32,51.35,-2.03,-0.76,264.62,50.75,79487.55,26,一级
甘肃省,2016-11-23,16.0,27.62,10.96,9.69,0.41,51.19,0.16,-0.05,265.91,44.98,79475.26,28,一级
甘肃省,2016-11-24,23.35,44.26,9.49,10.52,0.46,53.6,2.31,0.24,267.77,47.12,79079.21,45,一级
甘肃省,2016-11-25,30.49,78.35,9.56,9.77,0.47,57.19,5.35,-2.5,267.12,55.89,79305.54,65,二级
甘肃省,2016-11-26,25.63,67.37,7.99,11.52,0.54,58.39,3.86,0.05,270.29,35.89,79116.97,59,二级
甘肃省,2016-11-27,25.84,52.05,10.02,13.96,0.63,55.51,-0.63,0.77,271.12,35.64,79022.57,52,二级
甘肃省,2016-11-28,28.01,55.92,11.24,12.74,0.59,51.48,2.73,0.19,268.69,53.53,79324.76,53,二级
甘肃省,2016-11-29,20.3,47.45,7.36,9.66,0.42,56.73,4.01,-1.68,268.48,43.55,79648.52,48,一级
甘肃省,2016-11-30,18.97,36.47,7.64,12.49,0.54,61.53,2.09,0.25,271.46,25.13,79533.5,37,一级
甘肃省,2016-12-01,25.44,42.86,10.98,15.05,0.62,58.77,-0.15,1.77,270.91,36.25,79379.51,43,一级
甘肃省,2016-12-02,31.27,51.77,13.0,16.72,0.68,53.55,3.05,0.57,269.65,48.18,79380.55,51,二级
甘肃省,2016-12-03,20.33,34.25,7.47,11.15,0.54,57.76,6.36,-1.21,271.24,33.12,79277.88,35,一级
甘肃省,2016-12-04,23.67,38.61,8.93,13.41,0.62,53.4,6.47,-1.13,273.46,27.87,79038.58,39,一级
甘肃省,2016-12-05,12.88,28.49,5.41,9.16,0.41,52.28,2.56,-1.52,271.67,42.31,79592.78,29,一级
甘肃省,2016-12-06,18.54,37.5,8.89,14.45,0.63,50.67,2.47,0.05,273.43,41.31,79402.93,38,一级
甘肃省,2016-12-07,19.35,36.26,9.0,14.33,0.61,50.37,4.23,-0.03,273.78,43.24,79283.5,37,一级
甘肃省,2016-12-08,19.87,34.71,8.02,14.81,0.63,50.82,3.33,0.44,275.4,33.49,78896.83,35,一级
甘肃省,2016-12-09,23.92,39.88,10.07,16.81,0.66,49.17,1.34,-0.1,274.06,41.6,78929.83,40,一级
甘肃省,2016-12-10,31.74,48.34,10.93,16.07,0.66,49.35,0.55,2.41,273.86,40.76,78690.02,49,一级
甘肃省,2016-12-11,36.56,54.77,11.11,14.5,0.66,51.52,1.99,1.06,273.7,42.55,78464.75,53,二级
甘肃省,2016-12-12,29.11,46.67,8.3,13.12,0.57,49.75,2.12,-1.18,271.44,44.11,78929.99,47,一级
甘肃省,2016-12-13,28.63,48.78,8.56,13.64,0.61,48.37,0.12,-0.55,270.83,44.69,79126.63,49,一级
甘肃省,2016-12-14,27.92,46.16,10.35,14.22,0.59,47.96,-0.14,-0.25,269.16,49.08,79507.35,47,一级
甘肃省,2016-12-15,24.26,40.57,10.86,14.87,0.61,50.87,-0.04,0.36,269.65,44.67,79584.39,41,一级
甘肃省,2016-12-16,25.34,41.77,10.8,15.01,0.63,52.57,2.7,1.64,271.38,38.8,79109.45,42,一级
甘肃省,2016-12-17,25.24,39.58,9.06,14.96,0.63,52.18,2.32,0.36,272.02,35.7,78889.37,40,一级
甘肃省,2016-12-18,28.69,42.76,11.25,15.01,0.71,51.33,1.92,1.04,272.4,37.91,78849.94,43,一级
甘肃省,2016-12-19,36.33,51.87,11.64,14.85,0.73,51.43,1.34,0.99,271.93,42.95,78854.94,52,二级
甘肃省,2016-12-20,39.94,63.94,10.96,12.4,0.68,50.52,2.95,-0.91,269.36,54.97,78994.57,57,二级
甘肃省,2016-12-21,16.53,42.98,4.83,6.97,0.37,53.28,3.66,-2.5,268.06,46.93,79427.47,43,一级
甘肃省,2016-12-22,18.34,35.85,8.48,13.25,0.6,49.04,2.67,0.23,270.75,32.41,79075.33,36,一级
甘肃省,2016-12-23,22.87,41.45,10.33,13.49,0.62,46.26,1.97,1.67,270.43,38.98,78771.76,42,一级
甘肃省,2016-12-24,25.64,40.7,10.91,12.69,0.59,47.59,1.72,1.34,269.59,49.48,78503.01,41,一级
甘肃省,2016-12-25,17.81,34.36,6.38,7.01,0.41,49.89,3.64,-3.05,264.89,67.79,79229.11,35,一级
甘肃省,2016-12-26,10.95,20.49,3.98,5.08,0.35,58.88,3.42,-2.54,264.45,51.1,79621.58,30,一级
甘肃省,2016-12-27,14.14,27.54,6.02,9.14,0.45,61.24,2.35,1.57,266.99,33.54,79173.0,31,一级
甘肃省,2016-12-28,17.02,28.77,8.07,10.53,0.49,53.17,0.89,-0.42,266.13,38.88,79226.25,29,一级
甘肃省,2016-12-29,19.67,32.27,10.46,12.55,0.56,49.79,1.92,1.7,266.23,47.7,79128.39,33,一级
甘肃省,2016-12-30,24.9,38.76,11.62,14.46,0.69,49.51,4.36,0.41,268.85,50.8,78996.9,39,一级
甘肃省,2016-12-31,25.4,39.39,11.12,13.44,0.67,48.4,2.79,0.3,269.17,48.92,79132.8,40,一级
甘肃省,2017-01-01,27.66,40.89,11.66,14.86,0.72,48.79,1.24,0.27,268.84,48.51,79007.93,41,一级
甘肃省,2017-01-02,25.28,37.39,10.95,13.61,0.63,48.92,2.33,0.47,269.63,43.23,79153.75,38,一级
甘肃省,2017-01-03,27.1,41.43,10.47,13.24,0.67,52.95,1.75,1.81,270.51,42.41,78874.08,42,一级
甘肃省,2017-01-04,32.08,47.23,12.6,15.64,0.73,53.71,2.58,0.91,271.51,37.67,78669.7,48,一级
甘肃省,2017-01-05,33.98,49.09,10.01,12.95,0.69,54.8,0.06,0.46,270.24,37.15,78734.95,50,一级
甘肃省,2017-01-06,24.72,37.03,9.91,10.97,0.61,52.18,-0.52,-0.28,266.93,53.66,78847.87,38,一级
甘肃省,2017-01-07,20.68,29.38,9.87,10.46,0.54,53.46,0.13,-1.02,265.87,48.81,78849.71,30,一级
甘肃省,2017-01-08,21.96,31.22,10.45,10.08,0.54,54.35,-1.57,-0.77,265.17,49.82,78867.15,32,一级
甘肃省,2017-01-09,17.14,24.25,8.28,7.48,0.4,51.65,0.23,-0.68,262.93,63.01,78921.25,26,一级
甘肃省,2017-01-10,15.72,21.37,9.27,6.69,0.35,54.29,2.31,-1.46,261.77,70.2,79115.55,28,一级
甘肃省,2017-01-11,18.54,26.17,7.05,8.82,0.42,54.75,3.31,-1.35,262.34,65.15,79150.77,28,一级
甘肃省,2017-01-12,20.02,30.87,7.84,11.63,0.55,60.06,1.92,0.04,264.77,44.35,78903.61,31,一级
甘肃省,2017-01-13,22.73,35.18,9.15,12.12,0.58,60.39,1.12,1.43,265.06,44.61,78636.2,36,一级
甘肃省,2017-01-14,24.81,38.38,11.37,12.75,0.64,59.22,2.15,0.97,264.51,47.58,78762.13,39,一级
甘肃省,2017-01-15,25.82,39.0,9.54,11.64,0.54,56.54,4.04,-0.43,263.99,51.38,79023.03,40,一级
甘肃省,2017-01-16,18.95,32.03,8.64,10.14,0.57,56.98,3.08,-1.57,262.51,50.66,79052.32,33,一级
甘肃省,2017-01-17,17.9,30.38,8.29,9.47,0.48,59.39,2.22,0.33,262.61,45.62,78892.22,31,一级
甘肃省,2017-01-18,23.26,37.57,9.29,9.91,0.54,57.66,3.98,-1.24,262.81,52.05,79122.74,38,一级
甘肃省,2017-01-19,15.71,47.03,5.49,6.47,0.35,65.19,-0.03,-1.03,262.46,40.49,79450.89,48,一级
甘肃省,2017-01-20,21.25,45.0,10.41,10.38,0.49,57.61,3.25,0.08,263.66,41.1,79308.04,46,一级
甘肃省,2017-01-21,18.3,33.36,8.79,9.76,0.54,57.09,4.62,-1.11,265.67,33.18,79455.06,34,一级
甘肃省,2017-01-22,18.35,31.69,9.86,10.89,0.54,57.56,2.69,0.39,269.01,24.32,79403.07,32,一级
甘肃省,2017-01-23,25.68,41.81,12.22,12.7,0.67,56.96,1.88,1.61,269.73,32.5,79198.64,42,一级
甘肃省,2017-01-24,32.71,49.09,13.52,14.09,0.71,57.68,1.47,1.94,271.32,35.29,79187.33,50,一级
甘肃省,2017-01-25,48.48,65.46,12.88,10.86,0.68,55.77,3.95,1.02,271.39,42.97,79297.9,67,二级
甘肃省,2017-01-26,43.42,108.06,6.59,5.58,0.38,55.6,0.38,-1.6,268.82,41.27,79503.91,80,二级
甘肃省,2017-01-27,25.8,76.34,8.4,6.55,0.44,54.17,1.75,1.99,269.8,39.11,78738.81,64,二级
甘肃省,2017-01-28,28.05,78.5,12.42,5.81,0.44,53.83,1.36,-1.9,267.34,55.03,78698.48,65,二级
甘肃省,2017-01-29,12.16,41.08,5.26,3.65,0.3,55.09,-1.45,-0.48,264.91,51.51,78970.17,42,一级
甘肃省,2017-01-30,16.36,37.96,10.46,5.72,0.4,50.54,0.24,1.42,265.51,56.27,78882.8,38,一级
甘肃省,2017-01-31,22.13,43.38,11.86,7.5,0.48,52.4,0.06,0.55,266.68,56.99,78838.74,44,一级
甘肃省,2017-02-01,24.85,42.36,13.15,7.9,0.53,52.77,-1.2,1.93,267.29,49.68,79016.71,43,一级
甘肃省,2017-02-02,30.93,46.35,12.47,8.61,0.58,54.18,1.73,1.15,268.89,48.57,78912.59,47,一级
甘肃省,2017-02-03,27.2,39.83,9.0,8.92,0.56,53.1,2.74,-0.21,270.6,46.06,78883.43,40,一级
甘肃省,2017-02-04,22.16,34.36,8.13,9.88,0.52,50.5,1.83,0.62,273.53,33.79,78731.34,35,一级
甘肃省,2017-02-05,26.11,43.42,10.46,9.95,0.53,49.97,0.98,0.98,274.04,37.75,78534.72,44,一级
甘肃省,2017-02-06,31.33,54.73,10.49,8.88,0.56,50.49,0.65,-0.37,270.1,51.98,78635.44,53,二级
甘肃省,2017-02-07,17.47,34.61,7.17,5.03,0.38,55.62,0.04,-2.7,265.2,63.38,79114.43,35,一级
甘肃省,2017-02-08,12.08,19.09,5.55,4.69,0.3,55.7,-0.8,-1.63,264.79,60.34,79320.26,28,一级
甘肃省,2017-02-09,16.27,24.7,7.75,7.18,0.41,52.04,-1.45,0.04,266.19,51.99,79098.13,27,一级
甘肃省,2017-02-10,17.57,25.93,9.69,8.08,0.42,53.59,-0.13,0.23,265.79,53.81,79211.15,27,一级
甘肃省,2017-02-11,20.8,31.89,9.67,10.68,0.5,57.04,1.26,1.13,269.39,43.38,79209.35,32,一级
甘肃省,2017-02-12,22.77,34.34,9.88,11.05,0.54,60.31,1.2,1.3,272.05,35.96,79190.67,35,一级
甘肃省,2017-02-13,26.01,41.46,13.42,12.12,0.58,57.49,1.45,0.4,271.34,44.62,79424.06,42,一级
甘肃省,2017-02-14,26.47,49.08,10.06,11.59,0.58,59.25,2.94,1.11,272.38,37.83,79526.89,50,一级
甘肃省,2017-02-15,30.02,62.54,8.76,11.98,0.56,57.94,5.47,1.55,275.04,31.39,78955.42,57,二级
甘肃省,2017-02-16,21.84,55.12,5.39,7.49,0.4,54.66,2.83,-2.08,273.34,38.61,79056.13,53,二级
甘肃省,2017-02-17,16.06,41.1,6.02,9.39,0.4,55.82,1.49,0.51,273.43,41.14,79256.77,42,一级
甘肃省,2017-02-18,23.27,45.67,9.23,12.84,0.51,56.87,3.73,2.09,276.93,35.6,78929.09,46,一级
甘肃省,2017-02-19,29.17,57.78,8.55,11.4,0.49,57.3,1.17,0.72,277.95,31.65,78247.45,54,二级
甘肃省,2017-02-20,35.56,94.83,11.22,10.72,0.48,51.81,-2.48,0.07,271.28,61.39,78381.01,73,二级
甘肃省,2017-02-21,23.6,62.09,5.89,5.22,0.33,56.85,0.99,-3.06,265.74,73.53,78934.03,57,二级
甘肃省,2017-02-22,12.97,28.32,4.32,4.52,0.3,63.64,-1.13,-2.02,265.62,58.94,79066.99,32,一级
甘肃省,2017-02-23,14.93,23.84,6.0,8.08,0.41,64.1,-0.73,-0.11,265.57,57.43,79121.39,33,一级
甘肃省,2017-02-24,16.63,26.77,6.29,8.26,0.45,63.01,1.68,-0.42,266.43,59.92,79216.41,32,一级
甘肃省,2017-02-25,15.01,25.04,8.4,8.84,0.41,61.97,2.35,-0.64,267.31,54.46,79125.41,31,一级
甘肃省,2017-02-26,14.01,23.49,6.23,7.77,0.39,66.26,2.33,-0.06,268.87,40.55,79048.1,34,一级
甘肃省,2017-02-27,17.13,28.02,7.56,8.72,0.43,63.91,1.16,0.65,269.69,42.44,79074.12,32,一级
甘肃省,2017-02-28,13.99,29.78,4.91,4.45,0.28,66.94,3.01,-3.25,269.32,49.97,79302.68,34,一级
甘肃省,2017-03-01,9.42,28.46,4.04,5.56,0.28,72.23,0.29,-0.61,269.61,36.52,79417.57,37,一级
甘肃省,2017-03-02,13.6,30.75,6.36,8.57,0.36,65.63,2.45,1.04,271.01,38.99,78721.63,33,一级
甘肃省,2017-03-03,14.76,29.65,6.23,8.73,0.38,68.17,0.81,-0.64,271.46,40.55,78519.28,35,一级
甘肃省,2017-03-04,16.25,27.6,7.1,8.28,0.38,69.11,-1.44,-1.46,270.08,52.5,78648.34,35,一级
甘肃省,2017-03-05,12.79,21.53,6.53,6.4,0.31,67.84,-3.31,-1.77,268.49,57.39,79029.33,34,一级
甘肃省,2017-03-06,13.49,21.0,7.59,7.56,0.35,65.3,-1.67,0.18,268.48,52.88,78953.7,33,一级
甘肃省,2017-03-07,13.38,21.38,7.44,8.01,0.35,69.19,-0.98,-0.3,269.36,46.4,78964.58,35,一级
甘肃省,2017-03-08,14.98,23.54,7.84,7.91,0.37,68.3,-2.16,1.27,270.45,41.06,78673.29,35,一级
甘肃省,2017-03-09,23.16,36.07,13.15,10.25,0.42,65.04,-1.87,1.86,270.99,51.47,78288.5,37,一级
甘肃省,2017-03-10,25.87,37.42,12.12,8.88,0.42,66.93,-1.21,0.34,270.84,60.23,78374.6,38,一级
甘肃省,2017-03-11,29.68,40.54,11.98,7.85,0.42,69.67,-4.55,0.31,271.27,62.89,78606.1,43,一级
