Unnamed: 0,time,province,PM2.5(微克每立方米),PM10(微克每立方米),SO2(微克每立方米),NO2(微克每立方米),CO(毫克每立方米),O3(微克每立方米),U(m/s),V(m/s),TEMP(K),RH(%),PSFC(Pa),lat,lon,AQI
10,2018-01-11,广东,23.241656050955417,36.93845859872612,10.695312101910828,20.441987261146497,0.5724458598726114,59.40676433121019,-4.934891719745223,-8.037592356687899,281.9635031847134,37.21152866242039,100268.95824203822,23.3224076433121,113.41785987261149,一级
11,2018-01-12,广东,23.483464968152862,39.121133757961786,10.003222929936303,21.67015286624204,0.5103949044585988,61.52768152866243,-5.670471337579618,-7.274585987261147,281.34783439490445,36.53571974522293,100314.81784713376,23.3224076433121,113.41785987261149,一级
12,2018-01-13,广东,31.70932484076433,50.50503184713376,10.56980891719745,30.88771974522293,0.586140127388535,58.45957961783439,-5.622687898089173,-3.944292993630573,282.29185987261144,44.69989808917197,100123.47373248408,23.3224076433121,113.41785987261149,二级
13,2018-01-14,广东,41.75685350318471,61.25289171974522,10.14095541401274,36.661350318471335,0.6915796178343949,58.25759235668789,-3.9871464968152863,-2.848777070063694,284.7252229299363,52.37648407643312,99849.66448407643,23.3224076433121,113.41785987261149,二级
14,2018-01-15,广东,51.8383694267516,73.34856050955415,11.116891719745222,40.20927388535031,0.8687388535031848,59.87733757961783,-3.20771974522293,-0.8151337579617834,287.22898089171974,54.41075159235669,99441.23365605096,23.3224076433121,113.41785987261149,二级
15,2018-01-16,广东,55.61884076433121,75.46294267515924,10.057592356687898,44.42411464968153,0.8625859872611464,60.977006369426746,-0.6197834394904458,-0.8962420382165605,288.9573630573248,64.66049681528662,99189.68132484076,23.3224076433121,113.41785987261149,二级
16,2018-01-17,广东,65.84485350318471,91.84559235668787,12.37547770700637,46.68833121019108,1.064764331210191,60.26650955414013,-1.6432611464968154,-2.952726114649681,289.59433121019106,64.08445859872612,99195.75537579616,23.3224076433121,113.41785987261149,二级
17,2018-01-18,广东,69.80489171974521,94.01535031847132,13.63740127388535,44.77782165605095,1.0739490445859872,68.40021656050955,-3.2987006369426752,-2.0712738853503185,290.36628025477705,70.24569426751593,99329.108522293,23.3224076433121,113.41785987261149,二级
18,2018-01-19,广东,81.03426751592357,106.4191337579618,15.330305732484078,47.81396178343949,1.150687898089172,58.006713375796174,-3.1930573248407645,-3.726853503184713,290.61508280254776,77.0308152866242,99470.99917197452,23.3224076433121,113.41785987261149,三级
19,2018-01-20,广东,80.42852229299363,102.87892993630574,15.144535031847132,39.58113375796178,1.1796178343949044,50.1175796178344,-3.4405859872611466,-2.5165477707006367,290.20239490445863,76.54112101910827,99313.23729936306,23.3224076433121,113.41785987261149,三级
20,2018-01-21,广东,76.55086624203821,89.63129936305734,11.341936305732483,33.09819108280255,1.044420382165605,56.165910828025474,-2.524063694267516,-0.4565859872611465,290.9169554140128,81.12740127388535,99162.44124840765,23.3224076433121,113.41785987261149,三级
